time,flux,flux_err
2.0584494295802447,9.697649203785671,0.058254534577572264
5.8083612168199465,9.852670063599833,0.07148538589793427
15.599452033620265,9.696543533781412,0.06591670111852695
15.601864044243651,10.93223751796794,0.05747374841188252
18.182496720710063,9.993172423774435,0.07671117368334276
18.34045098534338,9.468675655333776,0.048369631639122515
21.233911067827616,10.413985758375778,0.05752867891211309
37.454011884736246,9.384905901541472,0.0619817105976215
59.86584841970366,10.105375344486745,0.06736419905302216
60.11150117432088,9.005405632775268,0.08711055768358082
70.80725777960456,9.332327908145317,0.05198042692950158
73.1993941811405,10.099414007771685,0.07085406630481669
83.24426408004217,10.373423958146637,0.07554487413172256
86.61761457749351,10.085997297301207,0.042787024763199864
95.07143064099162,9.941503798484845,0.07645269111408631
96.99098521619943,9.84869031524185,0.050231447421237495
